iucn_sid,year,cat_ts,cat_ts_score,iucn_version
133375,2008,VU,0.4,2017-3
133376,2008,VU,0.4,2017-3
133376,2014,VU,0.4,2017-3
133377,2008,LC,0,2017-3
133378,2008,LC,0,2017-3
133378,2014,LC,0,2017-3
133380,2008,LC,0,2017-3
133380,2014,LC,0,2017-3
133381,2008,CR,0.8,2017-3
133382,2008,LC,0,2017-3
133382,2014,LC,0,2017-3
133384,2008,EN,0.6,2017-3
133386,2008,NT,0.2,2017-3
133386,2014,NT,0.2,2017-3
133387,2008,VU,0.4,2017-3
133387,2014,VU,0.4,2017-3
133389,2008,LC,0,2017-3
133390,2008,LC,0,2017-3
133390,2014,LC,0,2017-3
133392,2008,NT,0.2,2017-3
133395,2008,LC,0,2017-3
133396,2008,VU,0.4,2017-3
133398,2008,LC,0,2017-3
133398,2014,LC,0,2017-3
133400,2008,LC,0,2017-3
133401,2008,VU,0.4,2017-3
133402,2008,LC,0,2017-3
133403,2008,VU,0.4,2017-3
133403,2014,VU,0.4,2017-3
133404,2008,VU,0.4,2017-3
133405,2008,NT,0.2,2017-3
133406,2008,LC,0,2017-3
133406,2014,LC,0,2017-3
133407,2008,NT,0.2,2017-3
133407,2014,NT,0.2,2017-3
133408,2008,LC,0,2017-3
133409,2008,VU,0.4,2017-3
133410,2008,LC,0,2017-3
133410,2014,LC,0,2017-3
133411,2008,VU,0.4,2017-3
133412,2008,LC,0,2017-3
133413,2008,NT,0.2,2017-3
133414,2008,LC,0,2017-3
133414,2014,LC,0,2017-3
133415,2008,VU,0.4,2017-3
133415,2014,VU,0.4,2017-3
133416,2008,LC,0,2017-3
133417,2008,LC,0,2017-3
133418,2008,LC,0,2017-3
133418,2014,LC,0,2017-3
133419,2008,LC,0,2017-3
133419,2014,LC,0,2017-3
133420,2008,LC,0,2017-3
133420,2014,LC,0,2017-3
133422,2008,VU,0.4,2017-3
133423,2008,LC,0,2017-3
133423,2014,LC,0,2017-3
133424,2008,NT,0.2,2017-3
133426,2008,LC,0,2017-3
133426,2014,LC,0,2017-3
133427,2008,VU,0.4,2017-3
133428,2008,LC,0,2017-3
133428,2014,LC,0,2017-3
133429,2008,NT,0.2,2017-3
133431,2008,LC,0,2017-3
133432,2008,VU,0.4,2017-3
133433,2008,VU,0.4,2017-3
133435,2008,VU,0.4,2017-3
133437,2008,LC,0,2017-3
133438,2008,NT,0.2,2017-3
133438,2014,NT,0.2,2017-3
133439,2008,NT,0.2,2017-3
133440,2008,LC,0,2017-3
133440,2014,LC,0,2017-3
133442,2008,LC,0,2017-3
133443,2008,VU,0.4,2017-3
133446,2008,LC,0,2017-3
133448,2008,NT,0.2,2017-3
133448,2014,NT,0.2,2017-3
133450,2008,VU,0.4,2017-3
133451,2008,LC,0,2017-3
133451,2014,LC,0,2017-3
133452,2008,LC,0,2017-3
133452,2014,LC,0,2017-3
133453,2008,VU,0.4,2017-3
133453,2014,VU,0.4,2017-3
133456,2008,VU,0.4,2017-3
133456,2014,VU,0.4,2017-3
133457,2008,LC,0,2017-3
133458,2008,NT,0.2,2017-3
133458,2014,NT,0.2,2017-3
133459,2008,NT,0.2,2017-3
133459,2014,NT,0.2,2017-3
133460,2008,VU,0.4,2017-3
133463,2008,VU,0.4,2017-3
133463,2014,VU,0.4,2017-3
133468,2008,LC,0,2017-3
133468,2014,LC,0,2017-3
133469,2008,LC,0,2017-3
133470,2008,NT,0.2,2017-3
133470,2014,NT,0.2,2017-3
133471,2008,LC,0,2017-3
133472,2008,VU,0.4,2017-3
133473,2008,LC,0,2017-3
133473,2014,LC,0,2017-3
133474,2008,LC,0,2017-3
133474,2014,LC,0,2017-3
133478,2008,NT,0.2,2017-3
133478,2014,NT,0.2,2017-3
133479,2008,NT,0.2,2017-3
